"gid","SITE_CODE","SITE_NAME","Metro_ID","LAT","LON","date_time","sample_utc_offset","value","unit","parameter","method","mdl","pql","matrix","lab_batch","qualifier","dup"
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-09-25 12:30:00",8,"0.063","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-09-25 12:30:00",8,"136","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-09-25 12:30:00",8,"20","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files","J  ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-09-25 12:30:00",8,"10.72","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-09-25 12:30:00",8,"7.8","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-09-25 12:30:00",8,"11.27","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-09-25 12:30:00",8,"0.008","mg/L      ","Ammonia (NH3) as Nitrogen (N)","EPA350.1",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-09-25 12:30:00",8,"1.4","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-09-25 12:30:00",8,"13.5","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","J  ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-08-29 12:15:00",8,"3.94","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-08-29 12:15:00",8,"0.062","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-08-29 12:15:00",8,"10.02","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-08-29 12:15:00",8,"40","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files","J  ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-08-29 12:15:00",8,"134","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-08-29 12:15:00",8,"0.014","mg/L      ","Ammonia (NH3) as Nitrogen (N)","EPA350.1",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-08-29 12:15:00",8,"15.98","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-08-29 12:15:00",8,"7.7","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-08-29 12:15:00",8,"1.4","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-08-29 12:15:00",8,"14.45","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","J  ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-04-17 13:15:00",8,"0.045","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-04-17 13:15:00",8,"11.5","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-04-17 13:15:00",8,"30","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-04-17 13:15:00",8,"1.77","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-04-17 13:15:00",8,"0.031","mg/L      ","Ammonia (NH3) as Nitrogen (N)","EPA350.1",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-04-17 13:15:00",8,"101","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-04-17 13:15:00",8,"7.6","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-04-17 13:15:00",8,"11.23","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-04-17 13:15:00",8,"3","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-04-17 13:15:00",8,"70.629997","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-03-26 11:45:00",8,,"#cfu/100ml","Fecal Coliform","External_files",,5,"Water","See TC Env Health files","U  ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-03-26 11:45:00",8,"0.025","mg/L      ","Ammonia (NH3) as Nitrogen (N)","EPA350.1",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-03-26 11:45:00",8,"0.054","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-03-26 11:45:00",8,"8.1","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-03-26 11:45:00",8,"13.11","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-03-26 11:45:00",8,"2.85","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-03-26 11:45:00",8,"8.72","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-03-26 11:45:00",8,"2.6","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-03-26 11:45:00",8,"111","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1996-03-26 11:45:00",8,"71.949997","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-09-26 12:00:00",8,"9.97","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-09-26 12:00:00",8,"14.43","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-09-26 12:00:00",8,"159","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-09-26 12:00:00",8,"4.7","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-09-26 12:00:00",8,"0.074","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-09-26 12:00:00",8,"100","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-09-26 12:00:00",8,"7.62","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-09-26 12:00:00",8,"1.45","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-09-26 12:00:00",8,"7.4","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-08-21 14:30:00",8,"17.22","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-08-21 14:30:00",8,"9.04","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-08-21 14:30:00",8,"30","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-08-21 14:30:00",8,"0.064","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-08-21 14:30:00",8,"1.5","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-08-21 14:30:00",8,"198","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-08-21 14:30:00",8,"7.57","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-08-21 14:30:00",8,"8.13","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-08-21 14:30:00",8,"13.3","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-03-27 12:45:00",8,"13.31","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-03-27 12:45:00",8,"2.88","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-03-27 12:45:00",8,"1.6","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-03-27 12:45:00",8,"103","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-03-27 12:45:00",8,"8.3","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-03-27 12:45:00",8,"10","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-03-27 12:45:00",8,"0.03","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-03-27 12:45:00",8,"9.37","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-03-27 12:45:00",8,"101.230003","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-02-22 14:25:00",8,"5.6","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-02-22 14:25:00",8,"7.1","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-02-22 14:25:00",8,"10.95","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-02-22 14:25:00",8,"77","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-02-22 14:25:00",8,"1.48","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-02-22 14:25:00",8,"9.81","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-02-22 14:25:00",8,"0.036","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-02-22 14:25:00",8,"50","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-02-22 14:25:00",8,"450","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","J  ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-01-23 15:00:00",8,"6.07","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-01-23 15:00:00",8,"114","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-01-23 15:00:00",8,"20","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-01-23 15:00:00",8,"0.39","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-01-23 15:00:00",8,"7.42","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-01-23 15:00:00",8,"12.22","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-01-23 15:00:00",8,"2.2","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-01-23 15:00:00",8,"2.34","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1995-01-23 15:00:00",8,"78.949997","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-12-20 15:45:00",8,"45","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-12-20 15:45:00",8,"0.59","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-12-20 15:45:00",8,"8.72","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-12-20 15:45:00",8,"9.81","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-12-20 15:45:00",8,"1.08","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-12-20 15:45:00",8,"9","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-12-20 15:45:00",8,"6.75","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-12-20 15:45:00",8,"83","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-12-20 15:45:00",8,"128","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-11-07 16:00:00",8,"12.02","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-11-07 16:00:00",8,"7.68","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-11-07 16:00:00",8,"0.6","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-11-07 16:00:00",8,"7.27","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-11-07 16:00:00",8,"143","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-11-07 16:00:00",8,"0.055","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-11-07 16:00:00",8,"4.46","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-11-07 16:00:00",8,"5","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-11-07 16:00:00",8,"14.01","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-10-03 10:15:00",8,"7.52","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-10-03 10:15:00",8,"0","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-10-03 10:15:00",8,"115","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-10-03 10:15:00",8,"0.051","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-10-03 10:15:00",8,"3.84","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-10-03 10:15:00",8,"10.11","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-10-03 10:15:00",8,"150","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-10-03 10:15:00",8,"10.36","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-10-03 10:15:00",8,"14","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
991,"55a","Scatter Creek @ James Rd.","GAGE0048","46.80698","-123.07228","1994-03-21 14:45:00",8,"8.29","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-09-26 10:15:00",8,"11.13","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-09-26 10:15:00",8,"201","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-09-26 10:15:00",8,"6.59","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-08-21 12:00:00",8,"253","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-08-21 12:00:00",8,"110","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-08-21 12:00:00",8,"7.04","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-08-21 12:00:00",8,"12.27","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-08-21 12:00:00",8,"0.059","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-08-21 12:00:00",8,"7.98","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-08-21 12:00:00",8,"3.5","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-08-21 12:00:00",8,"10","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-08-21 12:00:00",8,"8.96","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-03-27 14:10:00",8,"0.026","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-03-27 14:10:00",8,"11.79","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-03-27 14:10:00",8,"1.8","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-03-27 14:10:00",8,"6.97","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-03-27 14:10:00",8,"10.35","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-03-27 14:10:00",8,"3.67","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-03-27 14:10:00",8,"1","#cfu/100ml","Fecal Coliform","External_files",,5,"Water","See TC Env Health files","J  ",0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-03-27 14:10:00",8,"125","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-03-27 14:10:00",8,"83.75","cfs       ","Flow","External_files",0,0,"Water","See TC Env Health files","   ",0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-02-22 12:45:00",8,"1.74","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-02-22 12:45:00",8,"0.024","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-02-22 12:45:00",8,"10.48","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-02-22 12:45:00",8,"5.05","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-02-22 12:45:00",8,"89","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
1173,"EH-CHESC0120","Scatter Creek @ Leitner Road SW","GAGE0348","46.83066","-122.97808","1995-02-22 12:45:00",8,"50","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
